,timestamp,open,high,low,close,volume_base,volume,volume_quote,time,sma1,sma2,sma3,sma4,val,up,down,compra,venda,compra_price,venda_price,avgCandleSize,volumeThreshold11,bullElephantBar,bearElephantBar,compra_price_elephant,venda_price_elephant
123,1743179400000,129.89,129.97,129.83,129.94,286.9629,37274.429945,37274.429945,28-03-2025 16:30:00,129.9975,129.719,129.8625,,129.90750000000003,False,True,False,False,,,,,False,False,,
124,1743179460000,129.94,129.94,129.76,129.77,233.5949,30330.510648,30330.510648,28-03-2025 16:31:00,129.98125,129.727,129.851,,129.8525,False,True,False,False,,,,,False,False,,
125,1743179520000,129.77,129.95,129.77,129.95,103.3722,13428.272827,13428.272827,28-03-2025 16:32:00,129.98624999999998,129.75050000000002,129.84675,,129.86,True,False,True,False,129.95,,,,False,False,,
126,1743179580000,129.95,130.0,129.83,129.86,336.9958,43786.054938,43786.054938,28-03-2025 16:33:00,129.97375,129.7705,129.84025000000003,,129.91,True,False,False,False,,,,,False,False,,
127,1743179640000,129.86,129.86,129.78,129.83,269.6527,35001.600451,35001.600451,28-03-2025 16:34:00,129.93875,129.793,129.834,,129.8325,False,True,False,False,,,,,False,False,,
128,1743179700000,129.83,129.99,129.78,129.99,162.8927,21152.810638,21152.810638,28-03-2025 16:35:00,129.9125,129.823,129.8295,,129.8975,True,False,True,False,129.99,,,,False,False,,
129,1743179760000,129.99,130.04,129.95,130.04,171.8531,22339.566595,22339.566595,28-03-2025 16:36:00,129.90875,129.86399999999998,129.82975,,130.005,True,False,False,False,,,,,False,False,,
130,1743179820000,130.04,130.1,129.9,129.9,209.6835,27262.659896,27262.659896,28-03-2025 16:37:00,129.91,129.89849999999998,129.82925,,129.98499999999999,False,True,False,False,,,,,False,False,,
131,1743179880000,129.9,129.9,129.69,129.74,403.5978,52360.433668,52360.433668,28-03-2025 16:38:00,129.885,129.9105,129.82175,,129.8075,False,True,False,False,,,,,False,False,,
132,1743179940000,129.74,129.74,129.65,129.71,220.8842,28645.732728,28645.732728,28-03-2025 16:39:00,129.8775,129.9145,129.81625000000003,,129.71,False,True,False,False,,,,,False,False,,
133,1743180000000,129.71,129.83,129.69,129.83,185.8186,24110.978824,24110.978824,28-03-2025 16:40:00,129.8625,129.918,129.8115,,129.76500000000001,True,False,False,False,,,,,False,False,,
134,1743180060000,129.83,129.83,129.67,129.67,139.7858,18135.490815,18135.490815,28-03-2025 16:41:00,129.83875,129.9065,129.805,,129.75,False,True,False,True,,129.67,,,False,False,,
135,1743180120000,129.67,129.88,129.67,129.72,106.9473,13873.204692,13873.204692,28-03-2025 16:42:00,129.82500000000002,129.89950000000002,129.79725,,129.73499999999999,False,True,False,False,,,,,False,False,,
136,1743180180000,129.72,129.72,129.55,129.57,142.9342,18527.347194,18527.347194,28-03-2025 16:43:00,129.7725,129.88299999999998,129.78325,,129.64,False,True,False,False,,,,,False,False,,
137,1743180240000,129.57,129.62,129.55,129.61,228.4494,29601.974229,29601.974229,28-03-2025 16:44:00,129.71875,129.868,129.77175,,129.5875,False,True,False,False,,,,,False,False,,
138,1743180300000,129.61,129.67,129.55,129.55,126.5396,16402.839467,16402.839467,28-03-2025 16:45:00,129.675,129.84750000000003,129.75925,,129.595,True,False,False,False,,,,,False,False,,
139,1743180360000,129.55,129.6,129.52,129.6,121.5963,15752.995834,15752.995834,28-03-2025 16:46:00,129.6575,129.822,129.74725,,129.5675,False,True,False,True,,129.6,,,False,False,,
140,1743180420000,129.6,129.68,129.5,129.52,164.4976,21313.685129,21313.685129,28-03-2025 16:47:00,129.63375,129.78799999999998,129.732,,129.575,True,False,False,False,,,,,False,False,,
141,1743180480000,129.52,129.53,129.38,129.43,233.3374,30204.800762,30204.800762,28-03-2025 16:48:00,129.58375,129.756,129.7195,,129.465,False,True,False,True,,129.43,,,False,False,,
142,1743180540000,129.43,129.43,129.13,129.17,336.162,43453.910145,43453.910145,28-03-2025 16:49:00,129.52125,129.72,129.71,,129.29,False,True,False,False,,,,,False,False,,
143,1743180600000,129.17,129.31,129.12,129.22,437.8673,56590.220042,56590.220042,28-03-2025 16:50:00,129.45875,129.68400000000003,129.70149999999998,,129.205,False,True,False,False,,,,,False,False,,
144,1743180660000,129.22,129.32,129.09,129.31,701.9214,90679.952426,90679.952426,28-03-2025 16:51:00,129.42625,129.661,129.69400000000002,,129.235,True,False,False,False,,,,,False,False,,
145,1743180720000,129.31,129.41,129.29,129.4,516.4308,66806.954433,66806.954433,28-03-2025 16:52:00,129.4,129.6335,129.69199999999998,,129.3525,True,False,False,False,,,,,False,False,,
146,1743180780000,129.4,129.47,129.34,129.43,376.9422,48777.88576,48777.88576,28-03-2025 16:53:00,129.38500000000002,129.61200000000002,129.69125,,129.41000000000003,True,False,False,False,,,,,False,False,,
147,1743180840000,129.43,129.59,129.43,129.59,186.7651,24187.498421,24187.498421,28-03-2025 16:54:00,129.38375000000002,129.6,129.69650000000001,,129.51,True,False,False,False,,,,,False,False,,
148,1743180900000,129.59,129.85,129.59,129.78,547.1535,71011.194845,71011.194845,28-03-2025 16:55:00,129.41625000000002,129.5895,129.70625,,129.7025,True,False,False,False,,,,,False,False,,
